observation,vintage,version,value,basis
1971 APR,2015-10-13,1,4.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1971 AUG,2015-10-13,1,4.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1971 DEC,2015-10-13,1,4.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1971 FEB,2015-10-13,1,3.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1971 JUL,2015-10-13,1,4.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1971 JUN,2015-10-13,1,4.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1971 MAR,2015-10-13,1,3.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1971 MAY,2015-10-13,1,4.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1971 NOV,2015-10-13,1,4.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1971 OCT,2015-10-13,1,4.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1971 SEP,2015-10-13,1,4.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1972 APR,2015-10-13,1,4.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1972 AUG,2015-10-13,1,4.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1972 DEC,2015-10-13,1,4.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1972 FEB,2015-10-13,1,4.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1972 JAN,2015-10-13,1,4.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1972 JUL,2015-10-13,1,4.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1972 JUN,2015-10-13,1,4.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1972 MAR,2015-10-13,1,4.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1972 MAY,2015-10-13,1,4.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1972 NOV,2015-10-13,1,4.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1972 OCT,2015-10-13,1,4.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1972 SEP,2015-10-13,1,4.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1973 APR,2015-10-13,1,3.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1973 AUG,2015-10-13,1,3.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1973 DEC,2015-10-13,1,3.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1973 FEB,2015-10-13,1,3.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1973 JAN,2015-10-13,1,4.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1973 JUL,2015-10-13,1,3.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1973 JUN,2015-10-13,1,3.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1973 MAR,2015-10-13,1,3.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1973 MAY,2015-10-13,1,3.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1973 NOV,2015-10-13,1,3.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1973 OCT,2015-10-13,1,3.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1973 SEP,2015-10-13,1,3.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1974 APR,2015-10-13,1,3.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1974 AUG,2015-10-13,1,3.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1974 DEC,2015-10-13,1,3.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1974 FEB,2015-10-13,1,3.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1974 JAN,2015-10-13,1,3.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1974 JUL,2015-10-13,1,3.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1974 JUN,2015-10-13,1,3.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1974 MAR,2015-10-13,1,3.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1974 MAY,2015-10-13,1,3.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1974 NOV,2015-10-13,1,3.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1974 OCT,2015-10-13,1,3.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1974 SEP,2015-10-13,1,3.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1975 APR,2015-10-13,1,4.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1975 AUG,2015-10-13,1,4.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1975 DEC,2015-10-13,1,5.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1975 FEB,2015-10-13,1,4.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1975 JAN,2015-10-13,1,3.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1975 JUL,2015-10-13,1,4.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1975 JUN,2015-10-13,1,4.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1975 MAR,2015-10-13,1,4.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1975 MAY,2015-10-13,1,4.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1975 NOV,2015-10-13,1,5.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1975 OCT,2015-10-13,1,4.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1975 SEP,2015-10-13,1,4.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1976 APR,2015-10-13,1,5.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1976 AUG,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1976 DEC,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1976 FEB,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1976 JAN,2015-10-13,1,5.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1976 JUL,2015-10-13,1,5.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1976 JUN,2015-10-13,1,5.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1976 MAR,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1976 MAY,2015-10-13,1,5.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1976 NOV,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1976 OCT,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1976 SEP,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1977 APR,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1977 AUG,2015-10-13,1,5.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1977 DEC,2015-10-13,1,5.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1977 FEB,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1977 JAN,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1977 JUL,2015-10-13,1,5.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1977 JUN,2015-10-13,1,5.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1977 MAR,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1977 MAY,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1977 NOV,2015-10-13,1,5.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1977 OCT,2015-10-13,1,5.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1977 SEP,2015-10-13,1,5.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1978 APR,2015-10-13,1,5.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1978 AUG,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1978 DEC,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1978 FEB,2015-10-13,1,5.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1978 JAN,2015-10-13,1,5.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1978 JUL,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1978 JUN,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1978 MAR,2015-10-13,1,5.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1978 MAY,2015-10-13,1,5.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1978 NOV,2015-10-13,1,5.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1978 OCT,2015-10-13,1,5.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1978 SEP,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1979 APR,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1979 AUG,2015-10-13,1,5.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1979 DEC,2015-10-13,1,5.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1979 FEB,2015-10-13,1,5.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1979 JAN,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1979 JUL,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1979 JUN,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1979 MAR,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1979 MAY,2015-10-13,1,5.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1979 NOV,2015-10-13,1,5.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1979 OCT,2015-10-13,1,5.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1979 SEP,2015-10-13,1,5.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1980 APR,2015-10-13,1,6.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1980 AUG,2015-10-13,1,7.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1980 DEC,2015-10-13,1,8.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1980 FEB,2015-10-13,1,5.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1980 JAN,2015-10-13,1,5.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1980 JUL,2015-10-13,1,6.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1980 JUN,2015-10-13,1,6.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1980 MAR,2015-10-13,1,6.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1980 MAY,2015-10-13,1,6.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1980 NOV,2015-10-13,1,8.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1980 OCT,2015-10-13,1,7.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1980 SEP,2015-10-13,1,7.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1981 APR,2015-10-13,1,9.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1981 AUG,2015-10-13,1,9.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1981 DEC,2015-10-13,1,10.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1981 FEB,2015-10-13,1,8.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1981 JAN,2015-10-13,1,8.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1981 JUL,2015-10-13,1,9.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1981 JUN,2015-10-13,1,9.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1981 MAR,2015-10-13,1,9.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1981 MAY,2015-10-13,1,9.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1981 NOV,2015-10-13,1,10.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1981 OCT,2015-10-13,1,10.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1981 SEP,2015-10-13,1,10.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1982 APR,2015-10-13,1,10.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1982 AUG,2015-10-13,1,10.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1982 DEC,2015-10-13,1,11.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1982 FEB,2015-10-13,1,10.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1982 JAN,2015-10-13,1,10.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1982 JUL,2015-10-13,1,10.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1982 JUN,2015-10-13,1,10.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1982 MAR,2015-10-13,1,10.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1982 MAY,2015-10-13,1,10.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1982 NOV,2015-10-13,1,11.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1982 OCT,2015-10-13,1,11.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1982 SEP,2015-10-13,1,10.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1983 APR,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1983 AUG,2015-10-13,1,11.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1983 DEC,2015-10-13,1,11.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1983 FEB,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1983 JAN,2015-10-13,1,11.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1983 JUL,2015-10-13,1,11.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1983 JUN,2015-10-13,1,11.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1983 MAR,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1983 MAY,2015-10-13,1,11.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1983 NOV,2015-10-13,1,11.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1983 OCT,2015-10-13,1,11.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1983 SEP,2015-10-13,1,11.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1984 APR,2015-10-13,1,11.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1984 AUG,2015-10-13,1,11.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1984 DEC,2015-10-13,1,11.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1984 FEB,2015-10-13,1,11.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1984 JAN,2015-10-13,1,11.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1984 JUL,2015-10-13,1,11.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1984 JUN,2015-10-13,1,11.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1984 MAR,2015-10-13,1,11.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1984 MAY,2015-10-13,1,11.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1984 NOV,2015-10-13,1,11.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1984 OCT,2015-10-13,1,11.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1984 SEP,2015-10-13,1,11.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1985 APR,2015-10-13,1,11.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1985 AUG,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1985 DEC,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1985 FEB,2015-10-13,1,11.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1985 JAN,2015-10-13,1,11.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1985 JUL,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1985 JUN,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1985 MAR,2015-10-13,1,11.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1985 MAY,2015-10-13,1,11.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1985 NOV,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1985 OCT,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1985 SEP,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1986 APR,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1986 AUG,2015-10-13,1,11.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1986 DEC,2015-10-13,1,11.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1986 FEB,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1986 JAN,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1986 JUL,2015-10-13,1,11.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1986 JUN,2015-10-13,1,11.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1986 MAR,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1986 MAY,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1986 NOV,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1986 OCT,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1986 SEP,2015-10-13,1,11.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1987 APR,2015-10-13,1,10.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1987 AUG,2015-10-13,1,10.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1987 DEC,2015-10-13,1,9.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1987 FEB,2015-10-13,1,11.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1987 JAN,2015-10-13,1,11.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1987 JUL,2015-10-13,1,10.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1987 JUN,2015-10-13,1,10.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1987 MAR,2015-10-13,1,11.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1987 MAY,2015-10-13,1,10.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1987 NOV,2015-10-13,1,9.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1987 OCT,2015-10-13,1,9.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1987 SEP,2015-10-13,1,10.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1988 APR,2015-10-13,1,8.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1988 AUG,2015-10-13,1,8.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1988 DEC,2015-10-13,1,7.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1988 FEB,2015-10-13,1,9.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1988 JAN,2015-10-13,1,9.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1988 JUL,2015-10-13,1,8.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1988 JUN,2015-10-13,1,8.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1988 MAR,2015-10-13,1,9.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1988 MAY,2015-10-13,1,8.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1988 NOV,2015-10-13,1,8.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1988 OCT,2015-10-13,1,8.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1988 SEP,2015-10-13,1,8.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1989 APR,2015-10-13,1,7.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1989 AUG,2015-10-13,1,7.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1989 DEC,2015-10-13,1,7.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1989 FEB,2015-10-13,1,7.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1989 JAN,2015-10-13,1,7.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1989 JUL,2015-10-13,1,7.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1989 JUN,2015-10-13,1,7.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1989 MAR,2015-10-13,1,7.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1989 MAY,2015-10-13,1,7.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1989 NOV,2015-10-13,1,7.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1989 OCT,2015-10-13,1,7.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1989 SEP,2015-10-13,1,7.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1990 APR,2015-10-13,1,6.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1990 AUG,2015-10-13,1,7.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1990 DEC,2015-10-13,1,7.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1990 FEB,2015-10-13,1,6.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1990 JAN,2015-10-13,1,6.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1990 JUL,2015-10-13,1,7.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1990 JUN,2015-10-13,1,6.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1990 MAR,2015-10-13,1,6.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1990 MAY,2015-10-13,1,6.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1990 NOV,2015-10-13,1,7.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1990 OCT,2015-10-13,1,7.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1990 SEP,2015-10-13,1,7.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1991 APR,2015-10-13,1,8.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1991 AUG,2015-10-13,1,9.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1991 DEC,2015-10-13,1,9.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1991 FEB,2015-10-13,1,8.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1991 JAN,2015-10-13,1,7.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1991 JUL,2015-10-13,1,9.0,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1991 JUN,2015-10-13,1,8.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1991 MAR,2015-10-13,1,8.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1991 MAY,2015-10-13,1,8.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1991 NOV,2015-10-13,1,9.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1991 OCT,2015-10-13,1,9.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1991 SEP,2015-10-13,1,9.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1992 APR,2015-10-13,1,9.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1992 AUG,2015-10-13,1,9.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1992 DEC,2015-10-13,1,10.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1992 FEB,2015-10-13,1,9.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1992 JAN,2015-10-13,1,9.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1992 JUL,2015-10-13,1,9.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1992 JUN,2015-10-13,1,9.9,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1992 MAR,2015-10-13,1,9.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1992 MAY,2015-10-13,1,9.8,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1992 NOV,2015-10-13,1,10.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1992 OCT,2015-10-13,1,10.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1992 SEP,2015-10-13,1,10.1,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1993 APR,2015-10-13,1,10.5,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1993 AUG,2015-10-13,1,10.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1993 DEC,2015-10-13,1,10.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1993 FEB,2015-10-13,1,10.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1993 JAN,2015-10-13,1,10.7,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1993 JUL,2015-10-13,1,10.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1993 JUN,2015-10-13,1,10.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1993 MAR,2015-10-13,1,10.6,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1993 MAY,2015-10-13,1,10.4,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1993 NOV,2015-10-13,1,10.3,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
1993 OCT,2015-10-13,1,10.2,LFS: Unemployment rate: UK: All: Aged 16 and over: %: SA
