observation,vintage,version,value,basis
2000-11,2015-10-12,1,93.7,CPI All Items Index: Estimated pre-97 2005=100
2000-11,2016-01-19,4,73.2,CPI All Items Index: Estimated pre-97 2005=100
2000-12,2015-10-12,1,93.7,CPI All Items Index: Estimated pre-97 2005=100
2000-12,2016-01-19,4,73.2,CPI All Items Index: Estimated pre-97 2005=100
2001-01,2015-10-12,1,92.9,CPI All Items Index: Estimated pre-97 2005=100
2001-01,2016-01-19,4,72.6,CPI All Items Index: Estimated pre-97 2005=100
2001-02,2015-10-12,1,93.1,CPI All Items Index: Estimated pre-97 2005=100
2001-02,2016-01-19,4,72.7,CPI All Items Index: Estimated pre-97 2005=100
2001-03,2015-10-12,1,93.4,CPI All Items Index: Estimated pre-97 2005=100
2001-03,2016-01-19,4,73.0,CPI All Items Index: Estimated pre-97 2005=100
2001-04,2015-10-12,1,94.0,CPI All Items Index: Estimated pre-97 2005=100
2001-04,2016-01-19,4,73.4,CPI All Items Index: Estimated pre-97 2005=100
2001-05,2015-10-12,1,94.7,CPI All Items Index: Estimated pre-97 2005=100
2001-05,2016-01-19,4,74.0,CPI All Items Index: Estimated pre-97 2005=100
2001-06,2015-10-12,1,94.9,CPI All Items Index: Estimated pre-97 2005=100
2001-06,2016-01-19,4,74.1,CPI All Items Index: Estimated pre-97 2005=100
2001-07,2015-10-12,1,94.2,CPI All Items Index: Estimated pre-97 2005=100
2001-07,2016-01-19,4,73.6,CPI All Items Index: Estimated pre-97 2005=100
2001-08,2015-10-12,1,94.5,CPI All Items Index: Estimated pre-97 2005=100
2001-08,2016-01-19,4,73.9,CPI All Items Index: Estimated pre-97 2005=100
2001-09,2015-10-12,1,94.8,CPI All Items Index: Estimated pre-97 2005=100
2001-09,2016-01-19,4,74.1,CPI All Items Index: Estimated pre-97 2005=100
2001-10,2015-10-12,1,94.7,CPI All Items Index: Estimated pre-97 2005=100
2001-10,2016-01-19,4,73.9,CPI All Items Index: Estimated pre-97 2005=100
2001-11,2015-10-12,1,94.5,CPI All Items Index: Estimated pre-97 2005=100
2001-11,2016-01-19,4,73.8,CPI All Items Index: Estimated pre-97 2005=100
2001-12,2015-10-12,1,94.7,CPI All Items Index: Estimated pre-97 2005=100
2001-12,2016-01-19,4,74.0,CPI All Items Index: Estimated pre-97 2005=100
2002-01,2015-10-12,1,94.4,CPI All Items Index: Estimated pre-97 2005=100
2002-01,2016-01-19,4,73.7,CPI All Items Index: Estimated pre-97 2005=100
2002-02,2015-10-12,1,94.5,CPI All Items Index: Estimated pre-97 2005=100
2002-02,2016-01-19,4,73.8,CPI All Items Index: Estimated pre-97 2005=100
2002-03,2015-10-12,1,94.9,CPI All Items Index: Estimated pre-97 2005=100
2002-03,2016-01-19,4,74.1,CPI All Items Index: Estimated pre-97 2005=100
2002-04,2015-10-12,1,95.3,CPI All Items Index: Estimated pre-97 2005=100
2002-04,2016-01-19,4,74.4,CPI All Items Index: Estimated pre-97 2005=100
2002-05,2015-10-12,1,95.5,CPI All Items Index: Estimated pre-97 2005=100
2002-05,2016-01-19,4,74.6,CPI All Items Index: Estimated pre-97 2005=100
2002-06,2015-10-12,1,95.5,CPI All Items Index: Estimated pre-97 2005=100
2002-06,2016-01-19,4,74.6,CPI All Items Index: Estimated pre-97 2005=100
2002-07,2015-10-12,1,95.2,CPI All Items Index: Estimated pre-97 2005=100
2002-07,2016-01-19,4,74.4,CPI All Items Index: Estimated pre-97 2005=100
2002-08,2015-10-12,1,95.5,CPI All Items Index: Estimated pre-97 2005=100
2002-08,2016-01-19,4,74.6,CPI All Items Index: Estimated pre-97 2005=100
2002-09,2015-10-12,1,95.7,CPI All Items Index: Estimated pre-97 2005=100
2002-09,2016-01-19,4,74.8,CPI All Items Index: Estimated pre-97 2005=100
2002-10,2015-10-12,1,95.9,CPI All Items Index: Estimated pre-97 2005=100
2002-10,2016-01-19,4,74.9,CPI All Items Index: Estimated pre-97 2005=100
2002-11,2015-10-12,1,95.9,CPI All Items Index: Estimated pre-97 2005=100
2002-11,2016-01-19,4,74.9,CPI All Items Index: Estimated pre-97 2005=100
2002-12,2015-10-12,1,96.3,CPI All Items Index: Estimated pre-97 2005=100
2002-12,2016-01-19,4,75.2,CPI All Items Index: Estimated pre-97 2005=100
2003-01,2015-10-12,1,95.7,CPI All Items Index: Estimated pre-97 2005=100
2003-01,2016-01-19,4,74.7,CPI All Items Index: Estimated pre-97 2005=100
2003-02,2015-10-12,1,96.0,CPI All Items Index: Estimated pre-97 2005=100
2003-02,2016-01-19,4,75.0,CPI All Items Index: Estimated pre-97 2005=100
2003-03,2015-10-12,1,96.3,CPI All Items Index: Estimated pre-97 2005=100
2003-03,2016-01-19,4,75.3,CPI All Items Index: Estimated pre-97 2005=100
2003-04,2015-10-12,1,96.7,CPI All Items Index: Estimated pre-97 2005=100
2003-04,2016-01-19,4,75.5,CPI All Items Index: Estimated pre-97 2005=100
2003-05,2015-10-12,1,96.7,CPI All Items Index: Estimated pre-97 2005=100
2003-05,2016-01-19,4,75.5,CPI All Items Index: Estimated pre-97 2005=100
2003-06,2015-10-12,1,96.5,CPI All Items Index: Estimated pre-97 2005=100
2003-06,2016-01-19,4,75.4,CPI All Items Index: Estimated pre-97 2005=100
2003-07,2015-10-12,1,96.5,CPI All Items Index: Estimated pre-97 2005=100
2003-07,2016-01-19,4,75.3,CPI All Items Index: Estimated pre-97 2005=100
2003-08,2015-10-12,1,96.8,CPI All Items Index: Estimated pre-97 2005=100
2003-08,2016-01-19,4,75.6,CPI All Items Index: Estimated pre-97 2005=100
2003-09,2015-10-12,1,97.1,CPI All Items Index: Estimated pre-97 2005=100
2003-09,2016-01-19,4,75.9,CPI All Items Index: Estimated pre-97 2005=100
2003-10,2015-10-12,1,97.2,CPI All Items Index: Estimated pre-97 2005=100
2003-10,2016-01-19,4,76.0,CPI All Items Index: Estimated pre-97 2005=100
2003-11,2015-10-12,1,97.2,CPI All Items Index: Estimated pre-97 2005=100
2003-11,2016-01-19,4,75.9,CPI All Items Index: Estimated pre-97 2005=100
2003-12,2015-10-12,1,97.5,CPI All Items Index: Estimated pre-97 2005=100
2003-12,2016-01-19,4,76.2,CPI All Items Index: Estimated pre-97 2005=100
2004-01,2015-10-12,1,97.0,CPI All Items Index: Estimated pre-97 2005=100
2004-01,2016-01-19,4,75.8,CPI All Items Index: Estimated pre-97 2005=100
2004-02,2015-10-12,1,97.2,CPI All Items Index: Estimated pre-97 2005=100
2004-02,2016-01-19,4,76.0,CPI All Items Index: Estimated pre-97 2005=100
2004-03,2015-10-12,1,97.4,CPI All Items Index: Estimated pre-97 2005=100
2004-03,2016-01-19,4,76.1,CPI All Items Index: Estimated pre-97 2005=100
2004-04,2015-10-12,1,97.8,CPI All Items Index: Estimated pre-97 2005=100
2004-04,2016-01-19,4,76.4,CPI All Items Index: Estimated pre-97 2005=100
2004-05,2015-10-12,1,98.1,CPI All Items Index: Estimated pre-97 2005=100
2004-05,2016-01-19,4,76.6,CPI All Items Index: Estimated pre-97 2005=100
2004-06,2015-10-12,1,98.1,CPI All Items Index: Estimated pre-97 2005=100
2004-06,2016-01-19,4,76.6,CPI All Items Index: Estimated pre-97 2005=100
2004-07,2015-10-12,1,97.8,CPI All Items Index: Estimated pre-97 2005=100
2004-07,2016-01-19,4,76.4,CPI All Items Index: Estimated pre-97 2005=100
2004-08,2015-10-12,1,98.1,CPI All Items Index: Estimated pre-97 2005=100
2004-08,2016-01-19,4,76.6,CPI All Items Index: Estimated pre-97 2005=100
2004-09,2015-10-12,1,98.2,CPI All Items Index: Estimated pre-97 2005=100
2004-09,2016-01-19,4,76.7,CPI All Items Index: Estimated pre-97 2005=100
2004-10,2015-10-12,1,98.4,CPI All Items Index: Estimated pre-97 2005=100
2004-10,2016-01-19,4,76.9,CPI All Items Index: Estimated pre-97 2005=100
2004-11,2015-10-12,1,98.6,CPI All Items Index: Estimated pre-97 2005=100
2004-11,2016-01-19,4,77.0,CPI All Items Index: Estimated pre-97 2005=100
2004-12,2015-10-12,1,99.1,CPI All Items Index: Estimated pre-97 2005=100
2004-12,2016-01-19,4,77.4,CPI All Items Index: Estimated pre-97 2005=100
2005-01,2015-10-12,1,98.6,CPI All Items Index: Estimated pre-97 2005=100
2005-01,2016-01-19,4,77.0,CPI All Items Index: Estimated pre-97 2005=100
2005-02,2015-10-12,1,98.8,CPI All Items Index: Estimated pre-97 2005=100
2005-02,2016-01-19,4,77.2,CPI All Items Index: Estimated pre-97 2005=100
2005-03,2015-10-12,1,99.3,CPI All Items Index: Estimated pre-97 2005=100
2005-03,2016-01-19,4,77.5,CPI All Items Index: Estimated pre-97 2005=100
2005-04,2015-10-12,1,99.7,CPI All Items Index: Estimated pre-97 2005=100
2005-04,2016-01-19,4,77.8,CPI All Items Index: Estimated pre-97 2005=100
2005-05,2015-10-12,1,100.0,CPI All Items Index: Estimated pre-97 2005=100
2005-05,2016-01-19,4,78.1,CPI All Items Index: Estimated pre-97 2005=100
2005-06,2015-10-12,1,100.0,CPI All Items Index: Estimated pre-97 2005=100
2005-06,2016-01-19,4,78.1,CPI All Items Index: Estimated pre-97 2005=100
2005-07,2015-10-12,1,100.1,CPI All Items Index: Estimated pre-97 2005=100
2005-07,2016-01-19,4,78.2,CPI All Items Index: Estimated pre-97 2005=100
2005-08,2015-10-12,1,100.4,CPI All Items Index: Estimated pre-97 2005=100
2005-08,2016-01-19,4,78.4,CPI All Items Index: Estimated pre-97 2005=100
2005-09,2015-10-12,1,100.6,CPI All Items Index: Estimated pre-97 2005=100
2005-09,2016-01-19,4,78.6,CPI All Items Index: Estimated pre-97 2005=100
2005-10,2015-10-12,1,100.7,CPI All Items Index: Estimated pre-97 2005=100
2005-10,2016-01-19,4,78.7,CPI All Items Index: Estimated pre-97 2005=100
2005-11,2015-10-12,1,100.7,CPI All Items Index: Estimated pre-97 2005=100
2005-11,2016-01-19,4,78.7,CPI All Items Index: Estimated pre-97 2005=100
2005-12,2015-10-12,1,101.0,CPI All Items Index: Estimated pre-97 2005=100
2005-12,2016-01-19,4,78.9,CPI All Items Index: Estimated pre-97 2005=100
2006-01,2015-10-12,1,100.5,CPI All Items Index: Estimated pre-97 2005=100
2006-01,2016-01-19,4,78.5,CPI All Items Index: Estimated pre-97 2005=100
2006-02,2015-10-12,1,100.9,CPI All Items Index: Estimated pre-97 2005=100
2006-02,2016-01-19,4,78.8,CPI All Items Index: Estimated pre-97 2005=100
2006-03,2015-10-12,1,101.1,CPI All Items Index: Estimated pre-97 2005=100
2006-03,2016-01-19,4,78.9,CPI All Items Index: Estimated pre-97 2005=100
2006-04,2015-10-12,1,101.7,CPI All Items Index: Estimated pre-97 2005=100
2006-04,2016-01-19,4,79.4,CPI All Items Index: Estimated pre-97 2005=100
2006-05,2015-10-12,1,102.2,CPI All Items Index: Estimated pre-97 2005=100
2006-05,2016-01-19,4,79.9,CPI All Items Index: Estimated pre-97 2005=100
2006-06,2015-10-12,1,102.5,CPI All Items Index: Estimated pre-97 2005=100
2006-06,2016-01-19,4,80.1,CPI All Items Index: Estimated pre-97 2005=100
2006-07,2015-10-12,1,102.5,CPI All Items Index: Estimated pre-97 2005=100
2006-07,2016-01-19,4,80.0,CPI All Items Index: Estimated pre-97 2005=100
2006-08,2015-10-12,1,102.9,CPI All Items Index: Estimated pre-97 2005=100
2006-08,2016-01-19,4,80.4,CPI All Items Index: Estimated pre-97 2005=100
2006-09,2015-10-12,1,103.0,CPI All Items Index: Estimated pre-97 2005=100
2006-09,2016-01-19,4,80.5,CPI All Items Index: Estimated pre-97 2005=100
2006-10,2015-10-12,1,103.2,CPI All Items Index: Estimated pre-97 2005=100
2006-10,2016-01-19,4,80.6,CPI All Items Index: Estimated pre-97 2005=100
2006-11,2015-10-12,1,103.4,CPI All Items Index: Estimated pre-97 2005=100
2006-11,2016-01-19,4,80.8,CPI All Items Index: Estimated pre-97 2005=100
2006-12,2015-10-12,1,104.0,CPI All Items Index: Estimated pre-97 2005=100
2006-12,2016-01-19,4,81.3,CPI All Items Index: Estimated pre-97 2005=100
2007-01,2015-10-12,1,103.2,CPI All Items Index: Estimated pre-97 2005=100
2007-01,2016-01-19,4,80.6,CPI All Items Index: Estimated pre-97 2005=100
2007-02,2015-10-12,1,103.7,CPI All Items Index: Estimated pre-97 2005=100
2007-02,2016-01-19,4,81.0,CPI All Items Index: Estimated pre-97 2005=100
2007-03,2015-10-12,1,104.2,CPI All Items Index: Estimated pre-97 2005=100
2007-03,2016-01-19,4,81.4,CPI All Items Index: Estimated pre-97 2005=100
2007-04,2015-10-12,1,104.5,CPI All Items Index: Estimated pre-97 2005=100
2007-04,2016-01-19,4,81.6,CPI All Items Index: Estimated pre-97 2005=100
2007-05,2015-10-12,1,104.8,CPI All Items Index: Estimated pre-97 2005=100
2007-05,2016-01-19,4,81.8,CPI All Items Index: Estimated pre-97 2005=100
2007-06,2015-10-12,1,105.0,CPI All Items Index: Estimated pre-97 2005=100
2007-06,2016-01-19,4,82.0,CPI All Items Index: Estimated pre-97 2005=100
2007-07,2015-10-12,1,104.4,CPI All Items Index: Estimated pre-97 2005=100
2007-07,2016-01-19,4,81.5,CPI All Items Index: Estimated pre-97 2005=100
2007-08,2015-10-12,1,104.7,CPI All Items Index: Estimated pre-97 2005=100
2007-08,2016-01-19,4,81.8,CPI All Items Index: Estimated pre-97 2005=100
2007-09,2015-10-12,1,104.8,CPI All Items Index: Estimated pre-97 2005=100
2007-09,2016-01-19,4,81.9,CPI All Items Index: Estimated pre-97 2005=100
2007-10,2015-10-12,1,105.3,CPI All Items Index: Estimated pre-97 2005=100
2007-10,2016-01-19,4,82.3,CPI All Items Index: Estimated pre-97 2005=100
2007-11,2015-10-12,1,105.6,CPI All Items Index: Estimated pre-97 2005=100
2007-11,2016-01-19,4,82.5,CPI All Items Index: Estimated pre-97 2005=100
2007-12,2015-10-12,1,106.2,CPI All Items Index: Estimated pre-97 2005=100
2007-12,2016-01-19,4,83.0,CPI All Items Index: Estimated pre-97 2005=100
2008-01,2015-10-12,1,105.5,CPI All Items Index: Estimated pre-97 2005=100
2008-01,2016-01-19,4,82.4,CPI All Items Index: Estimated pre-97 2005=100
2008-02,2015-10-12,1,106.3,CPI All Items Index: Estimated pre-97 2005=100
2008-02,2016-01-19,4,83.0,CPI All Items Index: Estimated pre-97 2005=100
2008-03,2015-10-12,1,106.7,CPI All Items Index: Estimated pre-97 2005=100
2008-03,2016-01-19,4,83.4,CPI All Items Index: Estimated pre-97 2005=100
2008-04,2015-10-12,1,107.6,CPI All Items Index: Estimated pre-97 2005=100
2008-04,2016-01-19,4,84.0,CPI All Items Index: Estimated pre-97 2005=100
2008-05,2015-10-12,1,108.3,CPI All Items Index: Estimated pre-97 2005=100
2008-05,2016-01-19,4,84.6,CPI All Items Index: Estimated pre-97 2005=100
2008-06,2015-10-12,1,109.0,CPI All Items Index: Estimated pre-97 2005=100
2008-06,2016-01-19,4,85.2,CPI All Items Index: Estimated pre-97 2005=100
2008-07,2015-10-12,1,109.0,CPI All Items Index: Estimated pre-97 2005=100
2008-07,2016-01-19,4,85.1,CPI All Items Index: Estimated pre-97 2005=100
2008-08,2015-10-12,1,109.7,CPI All Items Index: Estimated pre-97 2005=100
2008-08,2016-01-19,4,85.7,CPI All Items Index: Estimated pre-97 2005=100
2008-09,2015-10-12,1,110.3,CPI All Items Index: Estimated pre-97 2005=100
2008-09,2016-01-19,4,86.1,CPI All Items Index: Estimated pre-97 2005=100
2008-10,2015-10-12,1,110.0,CPI All Items Index: Estimated pre-97 2005=100
2008-10,2016-01-19,4,85.9,CPI All Items Index: Estimated pre-97 2005=100
2008-11,2015-10-12,1,109.9,CPI All Items Index: Estimated pre-97 2005=100
2008-11,2016-01-19,4,85.8,CPI All Items Index: Estimated pre-97 2005=100
2008-12,2015-10-12,1,109.5,CPI All Items Index: Estimated pre-97 2005=100
2008-12,2016-01-19,4,85.5,CPI All Items Index: Estimated pre-97 2005=100
2009-01,2015-10-12,1,108.7,CPI All Items Index: Estimated pre-97 2005=100
2009-01,2016-01-19,4,84.9,CPI All Items Index: Estimated pre-97 2005=100
2009-02,2015-10-12,1,109.6,CPI All Items Index: Estimated pre-97 2005=100
2009-02,2016-01-19,4,85.6,CPI All Items Index: Estimated pre-97 2005=100
2009-03,2015-10-12,1,109.8,CPI All Items Index: Estimated pre-97 2005=100
2009-03,2016-01-19,4,85.8,CPI All Items Index: Estimated pre-97 2005=100
2009-04,2015-10-12,1,110.1,CPI All Items Index: Estimated pre-97 2005=100
2009-04,2016-01-19,4,86.0,CPI All Items Index: Estimated pre-97 2005=100
2009-05,2015-10-12,1,110.7,CPI All Items Index: Estimated pre-97 2005=100
2009-05,2016-01-19,4,86.4,CPI All Items Index: Estimated pre-97 2005=100
2009-06,2015-10-12,1,111.0,CPI All Items Index: Estimated pre-97 2005=100
2009-06,2016-01-19,4,86.7,CPI All Items Index: Estimated pre-97 2005=100
2009-07,2015-10-12,1,110.9,CPI All Items Index: Estimated pre-97 2005=100
2009-07,2016-01-19,4,86.7,CPI All Items Index: Estimated pre-97 2005=100
2009-08,2015-10-12,1,111.4,CPI All Items Index: Estimated pre-97 2005=100
2009-08,2016-01-19,4,87.0,CPI All Items Index: Estimated pre-97 2005=100
2009-09,2015-10-12,1,111.5,CPI All Items Index: Estimated pre-97 2005=100
2009-09,2016-01-19,4,87.1,CPI All Items Index: Estimated pre-97 2005=100
2009-10,2015-10-12,1,111.7,CPI All Items Index: Estimated pre-97 2005=100
2009-10,2016-01-19,4,87.2,CPI All Items Index: Estimated pre-97 2005=100
2009-11,2015-10-12,1,112.0,CPI All Items Index: Estimated pre-97 2005=100
2009-11,2016-01-19,4,87.5,CPI All Items Index: Estimated pre-97 2005=100
2009-12,2015-10-12,1,112.6,CPI All Items Index: Estimated pre-97 2005=100
2009-12,2016-01-19,4,88.0,CPI All Items Index: Estimated pre-97 2005=100
2010-01,2015-10-12,1,112.4,CPI All Items Index: Estimated pre-97 2005=100
2010-01,2016-01-19,4,87.8,CPI All Items Index: Estimated pre-97 2005=100
2010-02,2015-10-12,1,112.9,CPI All Items Index: Estimated pre-97 2005=100
2010-02,2016-01-19,4,88.2,CPI All Items Index: Estimated pre-97 2005=100
2010-03,2015-10-12,1,113.5,CPI All Items Index: Estimated pre-97 2005=100
2010-03,2016-01-19,4,88.7,CPI All Items Index: Estimated pre-97 2005=100
2010-04,2015-10-12,1,114.2,CPI All Items Index: Estimated pre-97 2005=100
2010-04,2016-01-19,4,89.2,CPI All Items Index: Estimated pre-97 2005=100
2010-05,2015-10-12,1,114.4,CPI All Items Index: Estimated pre-97 2005=100
2010-05,2016-01-19,4,89.4,CPI All Items Index: Estimated pre-97 2005=100
2010-06,2015-10-12,1,114.6,CPI All Items Index: Estimated pre-97 2005=100
2010-06,2016-01-19,4,89.5,CPI All Items Index: Estimated pre-97 2005=100
2010-07,2015-10-12,1,114.3,CPI All Items Index: Estimated pre-97 2005=100
2010-07,2016-01-19,4,89.3,CPI All Items Index: Estimated pre-97 2005=100
2010-08,2015-10-12,1,114.9,CPI All Items Index: Estimated pre-97 2005=100
2010-08,2016-01-19,4,89.8,CPI All Items Index: Estimated pre-97 2005=100
2010-09,2015-10-12,1,114.9,CPI All Items Index: Estimated pre-97 2005=100
2010-09,2016-01-19,4,89.8,CPI All Items Index: Estimated pre-97 2005=100
2010-10,2015-10-12,1,115.2,CPI All Items Index: Estimated pre-97 2005=100
2010-10,2016-01-19,4,90.0,CPI All Items Index: Estimated pre-97 2005=100
2010-11,2015-10-12,1,115.6,CPI All Items Index: Estimated pre-97 2005=100
2010-11,2016-01-19,4,90.3,CPI All Items Index: Estimated pre-97 2005=100
2010-12,2015-10-12,1,116.8,CPI All Items Index: Estimated pre-97 2005=100
2010-12,2016-01-19,4,91.2,CPI All Items Index: Estimated pre-97 2005=100
2011-01,2015-10-12,1,116.9,CPI All Items Index: Estimated pre-97 2005=100
2011-01,2016-01-19,4,91.3,CPI All Items Index: Estimated pre-97 2005=100
2011-02,2015-10-12,1,117.8,CPI All Items Index: Estimated pre-97 2005=100
2011-02,2016-01-19,4,92.0,CPI All Items Index: Estimated pre-97 2005=100
2011-03,2015-10-12,1,118.1,CPI All Items Index: Estimated pre-97 2005=100
2011-03,2016-01-19,4,92.2,CPI All Items Index: Estimated pre-97 2005=100
2011-04,2015-10-12,1,119.3,CPI All Items Index: Estimated pre-97 2005=100
2011-04,2016-01-19,4,93.2,CPI All Items Index: Estimated pre-97 2005=100
2011-05,2015-10-12,1,119.5,CPI All Items Index: Estimated pre-97 2005=100
2011-05,2016-01-19,4,93.4,CPI All Items Index: Estimated pre-97 2005=100
2011-06,2015-10-12,1,119.4,CPI All Items Index: Estimated pre-97 2005=100
2011-06,2016-01-19,4,93.3,CPI All Items Index: Estimated pre-97 2005=100
2011-07,2015-10-12,1,119.4,CPI All Items Index: Estimated pre-97 2005=100
2011-07,2016-01-19,4,93.3,CPI All Items Index: Estimated pre-97 2005=100
2011-08,2015-10-12,1,120.1,CPI All Items Index: Estimated pre-97 2005=100
2011-08,2016-01-19,4,93.8,CPI All Items Index: Estimated pre-97 2005=100
2011-09,2015-10-12,1,120.9,CPI All Items Index: Estimated pre-97 2005=100
2011-09,2016-01-19,4,94.4,CPI All Items Index: Estimated pre-97 2005=100
2011-10,2015-10-12,1,121.0,CPI All Items Index: Estimated pre-97 2005=100
2011-10,2016-01-19,4,94.5,CPI All Items Index: Estimated pre-97 2005=100
2011-11,2015-10-12,1,121.2,CPI All Items Index: Estimated pre-97 2005=100
2011-11,2016-01-19,4,94.6,CPI All Items Index: Estimated pre-97 2005=100
2011-12,2015-10-12,1,121.7,CPI All Items Index: Estimated pre-97 2005=100
2011-12,2016-01-19,4,95.1,CPI All Items Index: Estimated pre-97 2005=100
2012-01,2015-10-12,1,121.1,CPI All Items Index: Estimated pre-97 2005=100
2012-01,2016-01-19,4,94.6,CPI All Items Index: Estimated pre-97 2005=100
2012-02,2015-10-12,1,121.8,CPI All Items Index: Estimated pre-97 2005=100
2012-02,2016-01-19,4,95.1,CPI All Items Index: Estimated pre-97 2005=100
2012-03,2015-10-12,1,122.2,CPI All Items Index: Estimated pre-97 2005=100
2012-03,2016-01-19,4,95.4,CPI All Items Index: Estimated pre-97 2005=100
2012-04,2015-10-12,1,122.9,CPI All Items Index: Estimated pre-97 2005=100
2012-04,2016-01-19,4,96.0,CPI All Items Index: Estimated pre-97 2005=100
2012-05,2015-10-12,1,122.8,CPI All Items Index: Estimated pre-97 2005=100
2012-05,2016-01-19,4,95.9,CPI All Items Index: Estimated pre-97 2005=100
2012-06,2015-10-12,1,122.3,CPI All Items Index: Estimated pre-97 2005=100
2012-06,2016-01-19,4,95.5,CPI All Items Index: Estimated pre-97 2005=100
2012-07,2015-10-12,1,122.5,CPI All Items Index: Estimated pre-97 2005=100
2012-07,2016-01-19,4,95.6,CPI All Items Index: Estimated pre-97 2005=100
2012-08,2015-10-12,1,123.1,CPI All Items Index: Estimated pre-97 2005=100
2012-08,2016-01-19,4,96.1,CPI All Items Index: Estimated pre-97 2005=100
2012-09,2015-10-12,1,123.5,CPI All Items Index: Estimated pre-97 2005=100
2012-09,2016-01-19,4,96.5,CPI All Items Index: Estimated pre-97 2005=100
2012-10,2015-10-12,1,124.2,CPI All Items Index: Estimated pre-97 2005=100
2012-10,2016-01-19,4,97.0,CPI All Items Index: Estimated pre-97 2005=100
2012-11,2015-10-12,1,124.4,CPI All Items Index: Estimated pre-97 2005=100
2012-11,2016-01-19,4,97.2,CPI All Items Index: Estimated pre-97 2005=100
2012-12,2015-10-12,1,125.0,CPI All Items Index: Estimated pre-97 2005=100
2012-12,2016-01-19,4,97.6,CPI All Items Index: Estimated pre-97 2005=100
2013-01,2015-10-12,1,124.4,CPI All Items Index: Estimated pre-97 2005=100
2013-01,2016-01-19,4,97.1,CPI All Items Index: Estimated pre-97 2005=100
2013-02,2015-10-12,1,125.2,CPI All Items Index: Estimated pre-97 2005=100
2013-02,2016-01-19,4,97.8,CPI All Items Index: Estimated pre-97 2005=100
2013-03,2015-10-12,1,125.6,CPI All Items Index: Estimated pre-97 2005=100
2013-03,2016-01-19,4,98.1,CPI All Items Index: Estimated pre-97 2005=100
2013-04,2015-10-12,1,125.9,CPI All Items Index: Estimated pre-97 2005=100
2013-04,2016-01-19,4,98.3,CPI All Items Index: Estimated pre-97 2005=100
2013-05,2015-10-12,1,126.1,CPI All Items Index: Estimated pre-97 2005=100
2013-05,2016-01-19,4,98.5,CPI All Items Index: Estimated pre-97 2005=100
2013-06,2015-10-12,1,125.9,CPI All Items Index: Estimated pre-97 2005=100
2013-06,2016-01-19,4,98.3,CPI All Items Index: Estimated pre-97 2005=100
2013-07,2015-10-12,1,125.8,CPI All Items Index: Estimated pre-97 2005=100
2013-07,2016-01-19,4,98.3,CPI All Items Index: Estimated pre-97 2005=100
2013-08,2015-10-12,1,126.4,CPI All Items Index: Estimated pre-97 2005=100
2013-08,2016-01-19,4,98.7,CPI All Items Index: Estimated pre-97 2005=100
2013-09,2015-10-12,1,126.8,CPI All Items Index: Estimated pre-97 2005=100
2013-09,2016-01-19,4,99.1,CPI All Items Index: Estimated pre-97 2005=100
2013-10,2015-10-12,1,126.9,CPI All Items Index: Estimated pre-97 2005=100
2013-10,2016-01-19,4,99.1,CPI All Items Index: Estimated pre-97 2005=100
2013-11,2015-10-12,1,127.0,CPI All Items Index: Estimated pre-97 2005=100
2013-11,2016-01-19,4,99.2,CPI All Items Index: Estimated pre-97 2005=100
2013-12,2015-10-12,1,127.5,CPI All Items Index: Estimated pre-97 2005=100
2013-12,2016-01-19,4,99.6,CPI All Items Index: Estimated pre-97 2005=100
2014-01,2015-10-12,1,126.7,CPI All Items Index: Estimated pre-97 2005=100
2014-01,2016-01-19,4,99.0,CPI All Items Index: Estimated pre-97 2005=100
2014-02,2015-10-12,1,127.4,CPI All Items Index: Estimated pre-97 2005=100
2014-02,2016-01-19,4,99.5,CPI All Items Index: Estimated pre-97 2005=100
2014-03,2015-10-12,1,127.7,CPI All Items Index: Estimated pre-97 2005=100
2014-03,2016-01-19,4,99.7,CPI All Items Index: Estimated pre-97 2005=100
2014-04,2015-10-12,1,128.1,CPI All Items Index: Estimated pre-97 2005=100
2014-04,2016-01-19,4,100.1,CPI All Items Index: Estimated pre-97 2005=100
2014-05,2015-10-12,1,128.0,CPI All Items Index: Estimated pre-97 2005=100
2014-05,2016-01-19,4,100.0,CPI All Items Index: Estimated pre-97 2005=100
2014-06,2015-10-12,1,128.3,CPI All Items Index: Estimated pre-97 2005=100
2014-06,2016-01-19,4,100.2,CPI All Items Index: Estimated pre-97 2005=100
2014-07,2015-10-12,1,127.8,CPI All Items Index: Estimated pre-97 2005=100
2014-07,2016-01-19,4,99.9,CPI All Items Index: Estimated pre-97 2005=100
2014-08,2015-10-12,1,128.3,CPI All Items Index: Estimated pre-97 2005=100
2014-08,2016-01-19,4,100.2,CPI All Items Index: Estimated pre-97 2005=100
2014-09,2015-10-12,1,128.4,CPI All Items Index: Estimated pre-97 2005=100
2014-09,2016-01-19,4,100.3,CPI All Items Index: Estimated pre-97 2005=100
2014-10,2015-10-12,1,128.5,CPI All Items Index: Estimated pre-97 2005=100
2014-10,2016-01-19,4,100.4,CPI All Items Index: Estimated pre-97 2005=100
2014-11,2015-10-12,1,128.2,CPI All Items Index: Estimated pre-97 2005=100
2014-11,2016-01-19,4,100.1,CPI All Items Index: Estimated pre-97 2005=100
2014-12,2015-10-12,1,128.2,CPI All Items Index: Estimated pre-97 2005=100
2014-12,2016-01-19,4,100.1,CPI All Items Index: Estimated pre-97 2005=100
2015-01,2015-10-12,1,127.1,CPI All Items Index: Estimated pre-97 2005=100
